t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
76,1,MS,2,sheath,StemElement,0.29866025,0.00033155,0.36094253,0.00243576,2.69310811,10.11809129,0.52578810,0.00064424,0.00224757,0.02749996,0.00033402,0.00000000,0.00000020,8.18389309,NA,0.00506665,0.00032432,0.00000000,0.00023545,0.02195522,0.00000394,8.19001731,0.00136422,1.21675747,6.25835754,92.67983590,0.07862011,0.10662156,0.00000050,3.98329169,NA,178.86324245,0.00375204,NA,0.00141478,0.00004396,0.00243576,0.00000471,0.07811942,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000348,0.06058236,0,0.00000000,0.00102096,0.10723592,0.00055977,0.00000063,0.00300000
76,1,MS,3,blade,LeafElement1,2.11415061,0.02484848,2.01611732,0.80284644,3.62309782,35.09213812,0.91117806,0.06000777,1.41670934,NA,0.02503400,0.00000000,0.00002556,34.98801545,NA,1.76558042,0.02480426,0.00004338,0.08753297,0.09803329,0.00000003,4.90929752,0.00001124,0.96588718,21.95700424,307.71028711,28.59572946,0.16232690,0.00003766,4.34158502,0.00400000,98.86324245,0.35272870,NA,0.31281848,0.00329436,0.80284644,0.00023198,0.10195101,0.06153462,True,False,0.07637504,0.00510354,0.00000000,0.00510354,1.00000000,0.00008774,26.41702476,0,0.00000000,0.45178337,13.54172989,0.11238062,0.00028346,0.00300019
76,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01423153,1.20965553,0.00000000,2.05910041,-0.00004774,-0.00866058,NA,0.00000000,0.00000000,0.00000056,NA,NA,0.00000000,0.00000000,0.00000000,0.00320035,0.00000000,0.01500000,0.00000000,5.15011157,0.96454056,0.00000000,0.00000000,0.96954592,0.00000000,0.00000000,5.44200000,0.00467028,13.43573339,0.00768885,NA,0.01543691,0.00000000,0.01423153,0.00000609,0.00000000,NA,True,False,0.00688639,0.00011145,0.00000000,0.00011145,1.50000000,0.00000000,0.92205483,0,0.00000000,0.00000000,0.29538420,0.00320035,0.00000000,0.00096337
76,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.63117875,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001384,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
76,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.63117875,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006922,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
77,1,MS,1,blade,LeafElement1,0.00000000,0.01476469,0.00000000,0.02731039,4.28802132,23.35433378,0.58838611,0.04246498,1.03342699,0.06188882,0.01488459,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00002546,0.05474422,0.14621386,0.00000004,0.00000000,0.00001580,1.39264776,0.00000000,0.00000000,18.12445394,0.06573366,0.00001284,3.17144603,0.00300000,259.05787396,0.51625745,NA,0.17416352,0.00196092,0.02731039,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.01495757,16.14391078,0,0.00000000,0.25923493,13.07473660,0.05476969,-0.00001274,0.00232481
77,1,MS,1,sheath,StemElement,0.00000000,0.01875687,0.00000000,0.06515604,1.47892893,10.75559844,0.67928974,0.03172697,0.18592680,0.02264437,0.01890918,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000191,0.00795819,0.01609394,0.00000054,0.00000000,0.00018226,1.48137584,0.00000000,0.00000000,2.74975458,0.06072716,0.00001631,3.09129920,NA,259.05787396,0.23622578,NA,0.08372319,0.00249113,0.06515604,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.01904036,1.90281451,0,0.00000000,0.04971146,4.84981816,0.00796010,-0.00000212,0.00300000
77,1,MS,2,blade,LeafElement1,0.00000000,0.01830141,0.00000000,0.04106484,4.37035037,24.99643354,0.64639887,0.05060466,1.30438416,0.07288239,0.01845002,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00003786,0.07645500,0.16440825,0.00000004,0.00000000,0.00001299,1.41193872,0.00000000,0.00000000,25.14931049,0.06602086,0.00001592,3.17603618,0.00330000,179.05787396,0.62088348,NA,0.22538707,0.00243064,0.04106484,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.01853351,22.79985559,0,0.00000000,0.32684191,15.69318763,0.07649287,-0.00001620,0.00255729
77,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.43458087,3.53554570,0.00000000,0.12327469,0.00608389,-0.08426700,0.02675218,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01400474,0.00000000,0.01500000,0.00000000,4.69741791,1.06978170,0.00000000,0.00000000,4.35063842,0.00000000,0.00000000,5.25600000,NA,179.05787396,0.19718179,NA,0.02025832,0.00000000,6.56637970,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.33917092,0,0.00000000,0.00000000,5.83549217,0.01400474,0.00000000,0.00300000
77,1,MS,2,sheath,StemElement,0.00000000,0.00033672,0.00000000,0.00243652,2.48146588,6.53880161,0.49936002,0.00050306,0.00055680,0.02751826,0.00033945,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00022072,0.02612614,0.00025506,0.00000000,0.08165257,1.09864917,0.00000000,0.00000000,0.07839893,0.06213859,0.00000029,3.11391979,NA,179.05787396,0.00358615,NA,0.00143969,0.00004472,0.00243652,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00034289,0.06052706,0,0.00000000,0.00070694,0.10586129,0.00022072,-0.00000002,0.00300000
77,1,MS,3,blade,LeafElement1,0.00000000,0.01762209,0.00000000,0.81368662,3.38782364,22.63155052,0.84892067,0.03018827,0.06870837,NA,0.01776519,0.00000000,0.00002562,0.00000000,NA,0.00000000,0.00000000,0.00000211,0.08068257,0.19397149,0.00028314,0.00000000,0.09046961,0.90044373,0.00000000,0.00000000,28.63789892,0.06592466,0.00001532,3.17449869,0.00400000,99.05787396,0.35294844,NA,0.31291950,0.00234041,0.81368662,0.00023246,0.05000000,0.06157233,True,False,0.07650026,0.00511412,0.00000000,0.00511412,1.00000000,0.01784839,26.45519690,0,0.00000000,0.31283195,13.49517744,0.08068468,-0.00001481,0.00300012
77,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01477429,1.13568706,0.00000000,1.91461438,0.00002370,-0.00310245,NA,0.00000000,0.00000000,0.00000057,NA,NA,0.00000000,0.00000000,0.00000000,0.00322036,0.00000000,0.01500000,0.00000000,4.79262424,0.89978502,0.00000000,0.00000000,0.98992324,0.00000000,0.00000000,5.25600000,0.00467028,13.63036490,0.00786484,NA,0.01574096,0.00000000,0.01477429,0.00000624,0.00000000,NA,True,False,0.00699013,0.00011407,0.00000000,0.00011407,1.50000000,0.00000000,0.94132063,0,0.00000000,0.00000000,0.30098254,0.00322036,0.00000000,0.00096838
77,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.82581026,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001389,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
77,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.82581026,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006945,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
78,1,MS,1,blade,LeafElement1,0.00000000,0.00602315,0.00000000,0.02719861,4.09928784,15.65492310,0.55376656,0.03661733,0.65869268,0.06183738,0.00600306,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001623,0.05132207,0.13994420,0.00000017,0.00000000,0.00005572,1.28485566,0.00000000,0.00000000,18.09150436,0.05948929,0.00001162,2.58365802,0.00300000,259.23251779,0.49474213,NA,0.17267106,0.00079089,0.02719861,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.02096063,16.13247652,0,0.00000000,0.18305223,12.27542708,0.05133830,-0.00001274,0.00232481
78,1,MS,1,sheath,StemElement,0.00000000,0.00766160,0.00000000,0.06504530,1.40555212,7.20971397,0.64410821,0.02408556,0.12300042,0.02266850,0.00763605,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000126,0.00751310,0.01544228,0.00000188,0.00000000,0.00058582,1.32930416,0.00000000,0.00000000,2.73020185,0.05502932,0.00001478,2.51088094,NA,259.23251779,0.21674329,NA,0.08362721,0.00100603,0.06504530,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.02667641,1.90274427,0,0.00000000,0.03510250,4.70259330,0.00751436,-0.00000212,0.00300000
78,1,MS,2,blade,LeafElement1,0.00000000,0.00746536,0.00000000,0.04086683,4.18280805,16.75565865,0.60824907,0.04386052,0.83457344,0.07283502,0.00744047,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00002422,0.07161349,0.15738171,0.00000014,0.00000000,0.00004519,1.30370719,0.00000000,0.00000000,25.11020800,0.05974475,0.00001440,2.58782050,0.00330000,179.23251779,0.59555203,NA,0.22341273,0.00098027,0.04086683,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.02597398,22.78608454,0,0.00000000,0.23079120,14.67673783,0.07163771,-0.00001620,0.00255729
78,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.29833885,3.35433510,0.00000000,0.11549373,0.00599237,-0.04039685,0.02671445,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01367328,0.00000000,0.01500000,0.00000000,4.47627856,1.01295716,0.00000000,0.00000000,4.34462628,0.00000000,0.00000000,4.89800000,NA,179.23251779,0.19650735,NA,0.01999337,0.00000000,6.57131705,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.33383322,0,0.00000000,0.00000000,5.86926283,0.01367328,0.00000000,0.00300000
78,1,MS,2,sheath,StemElement,0.00000000,0.00013749,0.00000000,0.00243752,2.35501557,4.38310240,0.47374383,0.00034930,0.00063122,0.02755964,0.00013703,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00021063,0.02507495,0.00017600,0.00000000,0.05316429,0.99508497,0.00000000,0.00000000,0.07812538,0.05628796,0.00000027,2.53144008,NA,179.23251779,0.00336620,NA,0.00143879,0.00001805,0.00243752,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00047992,0.06047347,0,0.00000000,0.00049919,0.10489062,0.00021064,-0.00000002,0.00300000
78,1,MS,3,blade,LeafElement1,0.00000000,0.00720185,0.00000000,0.81193771,3.23938565,15.14237254,0.80108826,0.02097859,0.08071820,NA,0.00717783,0.00000000,0.00002566,0.00000000,NA,0.00000000,0.00000000,0.00000248,0.07726757,0.18580877,0.00017687,0.00000000,0.05330954,0.85107972,0.00000000,0.00000000,28.67333218,0.05965991,0.00001389,2.58643815,0.00400000,99.23251779,0.35164706,NA,0.31163611,0.00094566,0.81193771,0.00023289,0.05000000,0.06160749,True,False,0.07661244,0.00512359,0.00000000,0.00512359,1.00000000,0.02502622,26.48854778,0,0.00000000,0.22089842,13.39020370,0.07727005,-0.00001481,0.00300006
78,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01528880,1.08524782,0.00000000,1.81021837,0.00006267,-0.00196253,NA,0.00000000,0.00000000,0.00000058,NA,NA,0.00000000,0.00000000,0.00000000,0.00318784,0.00000000,0.01500000,0.00000000,4.52074649,0.85063026,0.00000000,0.00000000,1.00830794,0.00000000,0.00000000,4.89800000,0.00467028,13.80500873,0.00798643,NA,0.01600429,0.00000000,0.01528880,0.00000637,0.00000000,NA,True,False,0.00708334,0.00011644,0.00000000,0.00011644,1.50000000,0.00000000,0.95873477,0,0.00000000,0.00000000,0.30428570,0.00318784,0.00000000,0.00097287
78,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.00045409,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001393,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
78,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.00045409,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006966,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
79,1,MS,1,blade,LeafElement1,0.00000000,0.00552205,0.00000000,0.02708758,3.81439937,10.52566535,0.50788877,0.03202330,0.45231317,0.06174552,0.00544294,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001115,0.04742246,0.13098081,0.00000052,0.00000000,0.00015467,1.15955505,0.00000000,0.00000000,18.06341392,0.04921162,0.00000961,1.70375785,0.00300000,259.38852500,0.47746145,NA,0.17129506,0.00071710,0.02708758,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.02640356,16.12166675,0,0.00000000,0.13312421,11.74000232,0.04743361,-0.00001274,0.00232481
79,1,MS,1,sheath,StemElement,0.00000000,0.00703735,0.00000000,0.06493565,1.30101473,4.84748702,0.59475289,0.01916335,0.09137581,0.02257093,0.00693653,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000094,0.00696437,0.01442675,0.00000459,0.00000000,0.00130166,1.17614494,0.00000000,0.00000000,2.71628705,0.04560749,0.00001225,1.64326089,NA,259.38852500,0.20300323,NA,0.08352351,0.00091388,0.06493565,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.03361294,1.90256953,0,0.00000000,0.02552819,4.59790900,0.00696531,-0.00000212,0.00300000
79,1,MS,2,blade,LeafElement1,0.00000000,0.00684354,0.00000000,0.04067006,3.89625690,11.26575037,0.55775978,0.03850659,0.57301021,0.07274339,0.00674550,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001663,0.06612134,0.14732681,0.00000042,0.00000000,0.00012528,1.17722712,0.00000000,0.00000000,25.07670342,0.04941760,0.00001191,1.70721124,0.00330000,179.38852500,0.57508213,NA,0.22159352,0.00088871,0.04067006,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.03271948,22.77304986,0,0.00000000,0.16784224,13.99308629,0.06613797,-0.00001620,0.00255729
79,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.12551006,3.09942788,0.00000000,0.10548503,0.00584489,-0.00898767,0.02667753,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01318488,0.00000000,0.01500000,0.00000000,4.13754602,0.93320469,0.00000000,0.00000000,4.33876016,0.00000000,0.00000000,4.39500000,NA,179.38852500,0.19557870,NA,0.01975157,0.00000000,6.57590828,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.32889575,0,0.00000000,0.00000000,5.86740286,0.01318488,0.00000000,0.00300000
79,1,MS,2,sheath,StemElement,0.00000000,0.00012622,0.00000000,0.00243796,2.17698417,2.94700068,0.43764478,0.00027323,0.00082423,0.02751186,0.00012441,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00019678,0.02347972,0.00007956,0.00000000,0.02206560,0.89451143,0.00000000,0.00000000,0.07795109,0.04662614,0.00000022,1.66037337,NA,179.38852500,0.00324280,NA,0.00143767,0.00001639,0.00243796,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00060433,0.06042257,0,0.00000000,0.00036303,0.10378324,0.00019679,-0.00000002,0.00300000
79,1,MS,3,blade,LeafElement1,0.00000000,0.00661316,0.00000000,0.80914100,3.01541586,10.16429432,0.73644481,0.01998909,0.08206300,NA,0.00651842,0.00000000,0.00002571,0.00000000,NA,0.00000000,0.00000000,0.00000253,0.07243251,0.17409658,0.00016924,0.00000000,0.04679204,0.78264459,0.00000000,0.00000000,28.70368409,0.04934972,0.00001151,1.70607324,0.00400000,99.38852500,0.34983614,NA,0.31038900,0.00085879,0.80914100,0.00023327,0.05000000,0.06163898,True,False,0.07671245,0.00513204,0.00000000,0.00513204,1.00000000,0.03154464,26.51769422,0,0.00000000,0.16064774,13.25407032,0.07243504,-0.00001481,0.00300001
79,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01577159,1.00996452,0.00000000,1.66694626,0.00007151,-0.00132992,NA,0.00000000,0.00000000,0.00000059,NA,NA,0.00000000,0.00000000,0.00000000,0.00311455,0.00000000,0.01500000,0.00000000,4.14700726,0.78223866,0.00000000,0.00000000,1.02481528,0.00000000,0.00000000,4.39500000,0.00467028,13.96101594,0.00807835,NA,0.01623425,0.00000000,0.01577159,0.00000648,0.00000000,NA,True,False,0.00716663,0.00011859,0.00000000,0.00011859,1.50000000,0.00000000,0.97438468,0,0.00000000,0.00000000,0.30623090,0.00311455,0.00000000,0.00097688
79,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.15646130,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001397,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
79,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.15646130,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00006985,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
80,1,MS,1,blade,LeafElement1,0.00000000,0.00463052,0.00000000,0.02697761,3.77369026,7.55026773,0.49486140,0.02891765,0.33210721,0.06166831,0.00451355,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000818,0.04616182,0.12909924,0.00000132,0.00000000,0.00037551,1.11513519,0.00000000,0.00000000,18.03782010,0.03880686,0.00000758,1.52410623,0.00300000,259.52907454,0.46269450,NA,0.16984955,0.00059460,0.02697761,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.03091711,16.11083989,0,0.00000000,0.09717945,11.33961065,0.04617000,-0.00001274,0.00232481
80,1,MS,1,sheath,StemElement,0.00000000,0.00590352,0.00000000,0.06482749,1.28205019,3.47719822,0.58275177,0.01590198,0.07442826,0.02251380,0.00575438,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000076,0.00679984,0.01421601,0.00000848,0.00000000,0.00233746,1.11208884,0.00000000,0.00000000,2.70492531,0.03597896,0.00000966,1.47635123,NA,259.52907454,0.19189687,NA,0.08328377,0.00075807,0.06482749,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.03936732,1.90231415,0,0.00000000,0.01863535,4.51245821,0.00680061,-0.00000212,0.00300000
80,1,MS,2,blade,LeafElement1,0.00000000,0.00573853,0.00000000,0.04047481,3.85883400,8.08114534,0.54337381,0.03487568,0.41925029,0.07266595,0.00559356,0.00000000,0.00002420,0.00000000,NA,0.00000000,0.00000000,0.00001217,0.06431962,0.14522906,0.00000108,0.00000000,0.00030692,1.13257200,0.00000000,0.00000000,25.04604080,0.03896837,0.00000939,1.52683119,0.00330000,179.52907454,0.55749056,NA,0.21969146,0.00073688,0.04047481,0.00024107,0.05000000,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.03831304,22.75997881,0,0.00000000,0.12252329,13.48169164,0.06433179,-0.00001620,0.00255729
80,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,2.09597299,3.04390962,0.00000000,0.10242187,0.00582526,0.01377409,0.02664151,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000019,0.01272759,0.00000000,0.00261971,0.00000000,0.70835802,0.91357149,0.00000000,0.00000000,4.33292207,0.00000000,0.00000000,3.92600000,NA,179.52907454,0.19459603,NA,0.01951678,0.00000000,6.57550511,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.32404032,0,0.00000000,0.00000000,5.84600698,0.01272778,0.00000000,0.00300000
80,1,MS,2,sheath,StemElement,0.00000000,0.00010587,0.00000000,0.00243825,2.14148777,2.11394182,0.42897628,0.00022908,0.00089142,0.02749440,0.00010320,0.00000000,0.00000020,0.00000000,NA,0.00000000,0.00000000,0.00000000,0.00019312,0.02317381,0.00006297,0.00000000,0.01702299,0.86028533,0.00000000,0.00000000,0.07780946,0.03677857,0.00000017,1.48986292,NA,179.52907454,0.00315207,NA,0.00143408,0.00001359,0.00243825,0.00000471,0.05000000,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00070753,0.06037168,0,0.00000000,0.00026501,0.10253849,0.00019312,-0.00000002,0.00300000
80,1,MS,3,blade,LeafElement1,0.00000000,0.00555365,0.00000000,0.80617444,2.98556759,7.28027831,0.71914553,0.01932440,0.07849769,NA,0.00541335,0.00000000,0.00002574,0.00000000,NA,0.00000000,0.00000000,0.00000242,0.07124340,0.17174153,0.00019390,0.00000000,0.05224272,0.76414407,0.00000000,0.00000000,28.72915129,0.03891551,0.00000909,1.52593942,0.00400000,99.52907454,0.34750877,NA,0.30890829,0.00071314,0.80617444,0.00023362,0.05000000,0.06166704,True,False,0.07680237,0.00513963,0.00000000,0.00513963,1.00000000,0.03695799,26.54277715,0,0.00000000,0.11727138,13.10745470,0.07124582,-0.00001481,0.00299996
80,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.01624444,1.00013330,0.00000000,1.63058886,0.00008387,-0.00098518,NA,0.00000000,0.00000000,0.00000060,NA,NA,0.00000000,0.00000000,0.00000000,0.00304373,0.00000000,0.01500000,0.00000000,4.04123405,0.76375478,0.00000000,0.00000000,1.03974666,0.00000000,0.00000000,3.92600000,0.00467028,14.10156548,0.00814438,NA,0.01642596,0.00000000,0.01624444,0.00000659,0.00000000,NA,True,False,0.00724168,0.00012053,0.00000000,0.00012053,1.50000000,0.00000000,0.98855481,0,0.00000000,0.00000000,0.30736048,0.00304373,0.00000000,0.00098050
80,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.29701084,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001400,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
80,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.29701084,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00007002,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
81,1,MS,1,blade,LeafElement1,0.00000000,0.00370192,0.00000000,0.02686939,3.76779269,5.48926493,0.48611152,0.02647695,0.25527385,0.06159645,0.00356709,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00000629,0.04531599,0.12806555,0.00000291,0.00000000,0.00080489,1.08406457,0.00000000,0.00000000,18.01403776,0.03531731,0.00000690,1.43093066,0.00300000,259.65464326,0.44984869,NA,0.16831516,0.00046983,0.02686939,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.03448420,16.09990336,0,0.00000000,0.07127427,11.02730954,0.04532228,-0.00001274,0.00232481
81,1,MS,1,sheath,StemElement,0.00000000,0.00472056,0.00000000,0.06472126,1.27670352,2.52802456,0.57498840,0.01343621,0.06419990,0.02246789,0.00454864,0.00000000,0.00000855,0.00000000,NA,0.00000000,0.00000000,0.00000066,0.00668691,0.01409474,0.00001321,0.00000000,0.00357052,1.06459556,0.00000000,0.00000000,2.69520745,0.03275022,0.00000880,1.38744744,NA,259.65464326,0.18251050,NA,0.08289767,0.00059912,0.06472126,0.00026861,0.05000000,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.04391596,1.90198266,0,0.00000000,0.01366771,4.43898677,0.00668756,-0.00000212,0.00300000
